Ticker,Date,V,P,AV,R,DRSD,YR,Y,pr_0,pr_1,pr_2,Y_pred,Y_mom,Y_rev,Y_rand3,Y_rand2
TSCO,2016-07-18,82.6300,90.8200,102.2435,0.0149,0.0138,-0.0721,0,0.0709,0.8399,0.0892,1,0,2,2,0
TSN,2016-07-18,178.2400,68.8100,218.0715,0.1417,0.0127,0.0744,2,0.4002,0.2378,0.3620,0,2,0,2,2
TSS,2016-07-18,33.4400,54.3600,52.8660,0.0494,0.0175,-0.1225,0,0.6554,0.2626,0.0820,0,1,1,2,2
TWX,2016-07-18,269.0600,75.9500,309.9685,0.0765,0.0149,0.0379,2,0.1040,0.8087,0.0873,1,2,0,2,0
TXN,2016-07-18,225.0700,62.7700,329.5450,0.0580,0.0167,0.0846,2,0.1456,0.7020,0.1524,1,1,1,1,2
TXT,2016-07-18,57.6900,38.9100,72.0915,0.0197,0.0247,0.0337,1,0.4957,0.4013,0.1030,0,0,2,2,0
UDR,2016-07-18,55.3600,34.9900,68.1230,0.0549,0.0113,0.0109,1,0.1687,0.7685,0.0628,1,1,1,0,0
UHS,2016-07-18,66.1000,135.2300,86.1905,0.0347,0.0164,-0.0699,0,0.3631,0.4019,0.2351,1,1,1,2,2
UNH,2016-07-18,586.4000,137.9400,505.4150,0.0222,0.0075,0.0062,1,0.1809,0.4384,0.3806,1,0,2,0,0
UNM,2016-07-18,58.3500,31.5000,72.1865,-0.0382,0.0320,0.0590,2,0.4144,0.1402,0.4454,2,0,2,0,2
UNP,2016-07-18,256.1200,91.4800,446.4050,0.0747,0.0166,-0.0173,0,0.1362,0.5944,0.2694,1,2,0,1,0
UPS,2016-07-18,217.8600,106.8600,302.3850,0.0559,0.0098,-0.0024,1,0.1013,0.5691,0.3297,1,1,1,1,0
URI,2016-07-18,103.8000,69.1800,113.3110,0.0231,0.0334,0.1453,2,0.1786,0.8094,0.0120,1,0,2,2,0
USB,2016-07-18,360.8400,40.7100,302.2660,0.0254,0.0192,0.0263,1,0.1630,0.4710,0.3660,1,0,2,2,2
UTX,2016-07-18,230.5300,102.4200,429.0235,0.0423,0.0132,0.0398,2,0.1880,0.5150,0.2970,1,1,1,1,0
VAR,2016-07-18,35.5600,86.4800,59.9825,0.0674,0.0163,0.0966,2,0.2332,0.5092,0.2575,1,2,0,2,0
VFC,2016-07-18,111.4500,61.7600,132.7420,0.0082,0.0220,-0.0005,1,0.0323,0.5732,0.3944,1,0,2,0,0
VLO,2016-07-18,256.0900,47.4700,362.7755,-0.0247,0.0175,0.0933,2,0.3541,0.2661,0.3799,2,0,2,2,0
VMC,2016-07-18,81.9500,123.5600,113.3150,0.0966,0.0147,-0.0418,0,0.3254,0.3402,0.3344,1,2,0,1,2
VNO,2016-07-18,119.7000,96.4200,102.2880,0.0277,0.0120,0.0460,2,0.0986,0.5802,0.3211,1,0,2,0,2
VRSN,2016-07-18,62.4700,83.4100,67.2615,-0.0111,0.0184,-0.0192,0,0.0842,0.8081,0.1077,1,0,2,0,0
VRTX,2016-07-18,100.7900,89.4200,128.2420,0.0310,0.0262,0.1461,2,0.1901,0.6714,0.1386,1,1,1,0,0
VTR,2016-07-18,91.7700,68.4900,191.6535,0.0398,0.0116,0.0191,1,0.2285,0.6838,0.0877,1,1,1,1,2
VZ,2016-07-18,538.2300,54.0600,916.2750,0.0505,0.0070,-0.0414,0,0.0372,0.9440,0.0188,1,1,1,2,0
WAT,2016-07-18,20.1000,148.9300,59.8035,0.1113,0.0149,0.0686,2,0.0744,0.8048,0.1208,1,2,0,1,0
WBA,2016-07-18,314.9900,80.9100,486.4240,0.0016,0.0184,0.0100,1,0.0210,0.1699,0.8091,2,0,2,2,0
WDC,2016-07-18,153.9400,50.4300,288.8640,0.1310,0.0421,-0.1206,0,0.0609,0.3766,0.5625,2,2,0,2,0
WEC,2016-07-18,75.1100,61.5900,141.4345,0.0150,0.0099,-0.0403,0,0.3454,0.2137,0.4408,2,0,2,0,2
WFC,2016-07-18,1164.8600,46.2000,1028.2440,0.0361,0.0173,0.0078,1,0.0843,0.8027,0.1129,1,1,1,2,2
WHR,2016-07-18,233.2000,172.8000,154.4225,0.0135,0.0279,0.0384,2,0.0870,0.7243,0.1888,1,0,2,2,2
WM,2016-07-18,98.9000,65.2800,158.4970,0.0732,0.0062,-0.0149,0,0.1700,0.5889,0.2411,1,2,0,1,0
WMB,2016-07-18,362.9200,23.5200,315.4710,0.0904,0.0366,0.0821,2,0.0710,0.7118,0.2172,1,2,0,2,0
WMT,2016-07-18,402.9600,71.3800,625.6985,0.0408,0.0055,-0.0004,1,0.0175,0.7993,0.1832,1,1,1,1,2
WY,2016-07-18,93.8300,30.7400,199.7190,0.1235,0.0246,-0.0104,1,0.9702,0.0214,0.0084,0,2,0,2,0
XEL,2016-07-18,124.3800,42.1400,156.6430,0.0236,0.0103,-0.0396,0,0.2191,0.3792,0.4017,2,0,2,1,2
XL,2016-07-18,67.4000,31.3100,69.7325,-0.0032,0.0211,0.0463,2,0.1425,0.3831,0.4744,2,0,2,0,2
XLNX,2016-07-18,92.1200,46.9600,85.0525,0.0424,0.0171,0.0828,2,0.0125,0.9028,0.0847,1,1,1,0,2
XOM,2016-07-18,935.4800,89.7800,1041.4675,0.0452,0.0110,-0.0659,0,0.0401,0.8298,0.1301,1,1,1,2,2
XRAY,2016-07-18,59.3600,62.3400,107.1280,-0.0057,0.0153,-0.0286,0,0.6943,0.2586,0.0471,0,0,2,0,0
XRX,2016-07-18,31.5200,37.5800,50.8015,0.0035,0.0222,0.0122,1,0.1061,0.8717,0.0222,1,0,2,2,2
YUM,2016-07-18,308.2100,61.4100,330.9115,0.0541,0.0178,0.0267,1,0.0359,0.6474,0.3167,1,1,1,1,0
ZBH,2016-07-18,147.4700,123.5600,205.1475,0.0738,0.0130,0.0408,2,0.4323,0.4906,0.0770,1,2,0,0,2
ZION,2016-07-18,62.4300,25.5700,105.1265,-0.0289,0.0358,0.1072,2,0.2454,0.1924,0.5622,2,0,2,2,2
A,2016-08-15,112.5500,47.8600,76.5200,0.0350,0.0085,-0.0731,0,0.1008,0.8080,0.0912,1,1,1,1,2
AAP,2016-08-15,311.1200,167.3800,154.8760,0.0205,0.0109,-0.0989,0,0.1022,0.4633,0.4345,1,1,1,1,0
AAPL,2016-08-15,2832.0500,107.5700,3565.9645,0.1026,0.0170,-0.0139,2,0.0088,0.2073,0.7839,2,2,0,1,2
ABC,2016-08-15,160.6300,87.1000,172.8450,0.0390,0.0120,-0.0427,1,0.1109,0.6426,0.2465,1,2,0,1,0
ABT,2016-08-15,294.6400,43.8500,427.3865,0.0727,0.0076,-0.0999,0,0.1521,0.4302,0.4177,1,2,0,0,0
ACN,2016-08-15,259.5100,110.2100,235.2510,-0.0047,0.0097,-0.0270,1,0.3727,0.2001,0.4272,2,1,1,0,0
ADBE,2016-08-15,171.3400,100.9300,183.8705,0.0321,0.0107,-0.0214,1,0.3524,0.0504,0.5972,2,1,1,2,0
ADI,2016-08-15,165.4000,63.4100,177.4395,0.0801,0.0115,-0.0677,0,0.2729,0.3926,0.3345,1,2,0,1,0
ADM,2016-08-15,80.8700,42.1600,122.4575,-0.0040,0.0107,-0.0406,1,0.0265,0.6695,0.3040,1,1,1,1,2
ADP,2016-08-15,83.0600,87.8500,162.0795,-0.0483,0.0114,-0.0348,1,0.1746,0.0921,0.7333,2,0,2,2,2
ADS,2016-08-15,188.7600,213.0900,154.1180,0.0179,0.0184,-0.0077,2,0.1328,0.5752,0.2920,1,1,1,1,2
ADSK,2016-08-15,99.3000,62.9800,80.9395,0.0857,0.0134,0.0445,2,0.1252,0.6538,0.2211,1,2,0,1,0
AEE,2016-08-15,49.2800,48.4000,66.0850,-0.0399,0.0069,-0.0378,1,0.1471,0.1708,0.6821,2,0,2,1,0
AEP,2016-08-15,129.3000,63.6800,147.8360,-0.0411,0.0062,-0.0407,1,0.5739,0.1797,0.2465,0,0,2,1,2
AES,2016-08-15,36.4100,11.4700,46.7305,-0.0296,0.0092,0.0253,2,0.0783,0.3385,0.5831,2,0,2,1,2
AET,2016-08-15,102.9800,117.4500,355.5645,0.0069,0.0128,-0.0435,1,0.4641,0.2701,0.2659,0,1,1,2,0
AFL,2016-08-15,137.7800,70.6200,123.9000,-0.0072,0.0059,-0.0061,2,0.4214,0.0886,0.4900,2,1,1,2,2
AGN,2016-08-15,711.1100,251.7700,781.7050,0.0394,0.0151,-0.0549,0,0.2077,0.4743,0.3180,1,2,0,0,0
AIG,2016-08-15,204.6700,57.7100,279.3675,0.0854,0.0178,-0.0113,2,0.0534,0.8149,0.1318,1,2,0,0,0
AIV,2016-08-15,57.8600,43.7600,54.8170,0.0092,0.0129,-0.0420,1,0.0235,0.8793,0.0972,1,1,1,2,0
AJG,2016-08-15,51.3900,47.5800,46.0300,0.0139,0.0053,0.0143,2,0.0183,0.7044,0.2773,1,1,1,0,2
AKAM,2016-08-15,102.0500,52.0500,160.0720,-0.0943,0.0320,-0.0035,2,0.2155,0.3260,0.4585,2,0,2,0,2
ALB,2016-08-15,95.4900,82.7600,117.1445,-0.0247,0.0106,-0.0913,0,0.2688,0.6501,0.0811,1,0,2,2,0
ALGN,2016-08-15,61.5100,96.0000,66.8555,0.1584,0.0122,-0.0419,1,0.2762,0.4286,0.2952,1,2,0,2,0
ALK,2016-08-15,53.8800,64.6300,95.8510,0.0293,0.0154,0.0376,2,0.1913,0.6112,0.1975,1,1,1,2,2
ALL,2016-08-15,106.7000,67.8600,96.6235,0.0004,0.0044,-0.0164,2,0.0183,0.0829,0.8988,2,1,1,1,0
ALXN,2016-08-15,162.3000,136.0700,223.4610,0.0846,0.0164,-0.0682,0,0.3201,0.5498,0.1301,1,2,0,0,2
AMAT,2016-08-15,295.8100,27.0900,230.4225,0.0324,0.0104,0.0735,2,0.4555,0.1763,0.3681,0,1,1,2,2
AMD,2016-08-15,196.9600,6.9500,238.3185,0.2613,0.0482,-0.1741,0,0.3983,0.5080,0.0937,1,2,0,0,2
AME,2016-08-15,70.7500,47.8500,84.8280,0.0166,0.0099,-0.0082,2,0.1682,0.2776,0.5542,2,1,1,1,0
AMG,2016-08-15,33.9900,143.5400,59.8225,-0.0173,0.0114,0.0061,2,0.3843,0.1810,0.4347,2,0,2,2,0
AMGN,2016-08-15,486.0900,169.8400,508.2005,0.0777,0.0068,-0.0303,1,0.8485,0.1205,0.0310,0,2,0,1,0
AMT,2016-08-15,101.8300,112.9200,186.5885,-0.0044,0.0061,-0.0663,0,0.3836,0.3266,0.2898,0,1,1,0,2
AMZN,2016-08-15,1628.0600,768.4900,2242.3645,0.0440,0.0075,-0.0097,2,0.1883,0.1587,0.6530,2,2,0,1,0
ANSS,2016-08-15,40.6600,97.4700,48.2735,0.0706,0.0102,-0.0526,0,0.1341,0.2488,0.6171,2,2,0,2,2
ANTM,2016-08-15,214.0300,126.6500,292.0090,-0.0423,0.0178,-0.0315,1,0.3266,0.5361,0.1373,1,0,2,2,0
AON,2016-08-15,72.3500,108.0300,94.9860,-0.0058,0.0091,0.0002,2,0.0567,0.5315,0.4118,1,1,1,1,0
AOS,2016-08-15,26.7700,46.7600,56.5770,0.0400,0.0141,-0.0334,1,0.0253,0.3361,0.6387,2,2,0,0,2
APA,2016-08-15,147.0800,49.2400,157.3805,-0.1104,0.0218,0.1529,2,0.7200,0.2300,0.0500,0,0,2,1,2
APC,2016-08-15,157.1100,54.3500,243.7005,-0.0091,0.0196,0.0557,2,0.2257,0.0779,0.6964,2,1,1,0,0
APD,2016-08-15,111.5100,145.9100,126.7935,0.0156,0.0046,-0.0252,1,0.5589,0.1618,0.2793,0,1,1,1,2
APH,2016-08-15,82.9600,59.8400,71.5010,0.0243,0.0066,0.0204,2,0.0493,0.0844,0.8663,2,1,1,1,2
ARE,2016-08-15,70.6100,106.7700,73.1055,0.0595,0.0122,-0.0570,0,0.2019,0.6965,0.1016,1,2,0,1,2
ARNC,2016-08-15,138.9900,23.3600,137.2590,-0.0339,0.0139,-0.0950,0,0.4371,0.3492,0.2137,0,0,2,1,0
ATVI,2016-08-15,240.5800,41.2300,362.1940,-0.0158,0.0116,0.0466,2,0.1446,0.2452,0.6102,2,0,2,0,2
AVB,2016-08-15,194.6600,174.9700,138.9505,-0.0076,0.0105,-0.0708,0,0.1987,0.3069,0.4944,2,1,1,0,2
AVY,2016-08-15,35.8300,75.5100,53.9860,0.0592,0.0157,-0.0277,1,0.0821,0.3039,0.6140,2,2,0,2,0
AXP,2016-08-15,205.8600,64.2800,245.1690,0.0257,0.0091,-0.0194,1,0.0532,0.2227,0.7241,2,1,1,0,2
AYI,2016-08-15,47.3700,275.0800,52.9335,0.0467,0.0081,-0.0601,0,0.4908,0.4222,0.0869,0,2,0,1,0
AZO,2016-08-15,128.1000,794.3600,128.4485,-0.0025,0.0095,-0.0632,0,0.1485,0.0657,0.7858,2,1,1,2,2
BA,2016-08-15,378.7500,129.9700,442.0850,0.0175,0.0085,-0.0438,1,0.4392,0.1911,0.3697,0,1,1,0,2
BAC,2016-08-15,729.8500,14.7300,1020.2825,0.0643,0.0141,0.0516,2,0.1835,0.2928,0.5237,2,2,0,1,0
BAX,2016-08-15,111.9400,47.7600,166.6395,0.0401,0.0115,-0.0601,0,0.1278,0.2641,0.6081,2,2,0,1,2
BBT,2016-08-15,87.8000,36.2400,134.4570,0.0316,0.0103,0.0063,2,0.0376,0.0997,0.8626,2,1,1,2,0
BBY,2016-08-15,165.5800,33.4000,136.1055,0.0792,0.0129,0.0940,2,0.0058,0.5364,0.4578,1,2,0,2,2
BDX,2016-08-15,91.7300,170.8400,146.4340,-0.0011,0.0091,-0.0142,2,0.0549,0.8566,0.0885,1,1,1,2,2
BEN,2016-08-15,64.0600,35.1200,104.2435,0.0281,0.0150,-0.0208,1,0.3362,0.1256,0.5382,2,1,1,2,2
BIIB,2016-08-15,291.3800,313.3900,744.7940,0.1984,0.0298,-0.0510,0,0.1581,0.7779,0.0640,1,2,0,1,2
BK,2016-08-15,89.9500,39.2900,171.9045,0.0105,0.0148,0.0145,2,0.5399,0.1937,0.2664,0,1,1,1,0
BLK,2016-08-15,136.8000,359.6700,191.8320,0.0362,0.0078,-0.0205,1,0.1519,0.3506,0.4974,2,2,0,0,0
BLL,2016-08-15,112.0200,39.9700,142.5745,0.1549,0.0270,-0.0428,1,0.1684,0.3387,0.4929,2,2,0,0,0
BMY,2016-08-15,728.9400,58.0400,907.8605,-0.2097,0.0384,-0.0739,0,0.1957,0.3576,0.4467,2,0,2,1,2
BSX,2016-08-15,120.2300,23.9700,203.5835,0.0165,0.0122,-0.0296,1,0.0368,0.6256,0.3376,1,1,1,2,2
BWA,2016-08-15,59.0500,33.7000,65.3055,0.0661,0.0185,0.0187,2,0.0553,0.0531,0.8916,2,2,0,0,2
BXP,2016-08-15,89.1700,139.5500,82.1590,0.0519,0.0066,-0.0608,0,0.3304,0.1085,0.5610,2,2,0,0,2
C,2016-08-15,568.4000,45.5700,691.9765,0.0447,0.0127,0.0114,2,0.1741,0.1696,0.6563,2,2,0,0,0
CA,2016-08-15,46.1200,33.0200,78.6645,0.0049,0.0099,-0.0575,0,0.0641,0.4712,0.4647,1,1,1,1,2
CAG,2016-08-15,60.7600,45.0000,115.0680,-0.0318,0.0073,-0.0493,0,0.1748,0.7698,0.0554,1,0,2,0,2
CAH,2016-08-15,115.8800,80.7100,168.4015,-0.0002,0.0102,-0.0613,0,0.0514,0.7886,0.1600,1,1,1,0,0
CAT,2016-08-15,341.3100,80.9800,358.8835,0.0542,0.0144,-0.0466,1,0.3146,0.0593,0.6261,2,2,0,1,0
CB,2016-08-15,150.5400,123.1400,164.8750,-0.0228,0.0051,-0.0039,2,0.0198,0.5581,0.4221,1,0,2,1,0
CCI,2016-08-15,121.4300,91.5700,164.0455,-0.0320,0.0067,-0.0451,1,0.0319,0.1533,0.8148,2,0,2,0,0
CCL,2016-08-15,159.0700,44.6600,176.7215,0.0116,0.0143,-0.0038,2,0.0099,0.2980,0.6922,2,1,1,0,0
CDNS,2016-08-15,49.0800,24.7500,50.6460,-0.0355,0.0177,-0.0053,2,0.0389,0.5437,0.4174,1,0,2,2,2
CELG,2016-08-15,341.4000,114.6200,542.9300,0.1161,0.0139,-0.0880,0,0.1032,0.6678,0.2290,1,2,0,0,0
CERN,2016-08-15,167.5400,66.6100,133.4835,0.0939,0.0169,-0.0701,0,0.2817,0.5973,0.1210,1,2,0,2,0
CHD,2016-08-15,41.5000,49.2500,58.0940,0.0055,0.0115,-0.0611,0,0.0090,0.6828,0.3082,1,1,1,1,2
CHK,2016-08-15,414.5300,5.5000,249.2090,0.1957,0.0490,0.3418,2,0.5022,0.2780,0.2199,0,2,0,2,0
CHRW,2016-08-15,70.2700,67.1400,97.1145,-0.0310,0.0140,-0.0150,2,0.2352,0.6364,0.1284,1,0,2,1,2
CI,2016-08-15,241.7000,132.6000,328.6240,-0.0038,0.0278,-0.0384,1,0.2961,0.6351,0.0688,1,1,1,1,2
CINF,2016-08-15,28.3200,73.5100,43.5540,0.0060,0.0054,-0.0037,2,0.2016,0.2148,0.5836,2,1,1,2,0
CL,2016-08-15,177.5000,72.6700,204.2840,0.0082,0.0066,-0.0385,1,0.1271,0.3255,0.5474,2,1,1,0,0
CLX,2016-08-15,63.1400,128.0500,114.0150,-0.0227,0.0086,-0.0692,0,0.4171,0.2436,0.3393,0,0,2,0,2
CMA,2016-08-15,72.1100,45.2100,81.1675,0.0541,0.0132,0.0038,2,0.2992,0.4768,0.2240,1,2,0,0,0
CMCSA,2016-08-15,323.1800,33.0800,494.5580,0.0101,0.0053,-0.0408,1,0.3701,0.1312,0.4987,2,1,1,2,2
CMI,2016-08-15,151.0000,122.5200,194.1855,0.0746,0.0106,-0.0689,0,0.1493,0.5707,0.2800,1,2,0,1,0
CMS,2016-08-15,82.9300,41.4600,79.5310,-0.0358,0.0078,-0.0376,1,0.3443,0.3330,0.3227,0,0,2,0,0
CNC,2016-08-15,69.2900,70.9600,164.8110,-0.0159,0.0258,-0.0589,0,0.7880,0.1924,0.0196,0,0,2,1,0
CNP,2016-08-15,122.6300,21.3700,131.3210,-0.0519,0.0117,-0.0005,2,0.2487,0.5036,0.2477,1,0,2,0,2
COF,2016-08-15,188.1100,67.2900,220.6240,0.0133,0.0100,0.0380,2,0.2627,0.5922,0.1450,1,1,1,1,0
COG,2016-08-15,98.1300,25.2100,138.5995,0.0032,0.0201,-0.0075,2,0.3670,0.5147,0.1183,1,1,1,0,2
COL,2016-08-15,35.0700,83.8500,78.0215,-0.0058,0.0075,-0.0349,1,0.0145,0.4618,0.5237,2,1,1,1,0
COO,2016-08-15,23.5000,181.9300,35.6100,0.0250,0.0074,0.0211,2,0.0815,0.5899,0.3287,1,1,1,0,2
COP,2016-08-15,248.7000,41.0100,320.0485,-0.0063,0.0153,-0.0278,1,0.3152,0.1785,0.5064,2,1,1,0,2
COST,2016-08-15,155.0000,166.7500,243.8360,0.0099,0.0044,-0.1066,0,0.0732,0.0528,0.8741,2,1,1,1,0
CPB,2016-08-15,71.1100,58.6500,105.1590,-0.0896,0.0102,-0.0853,0,0.0485,0.5184,0.4331,1,0,2,2,2
CSCO,2016-08-15,684.4500,29.8700,660.5800,0.0429,0.0068,-0.0044,2,0.0073,0.0827,0.9100,2,2,0,2,0
CSX,2016-08-15,122.1000,27.3800,140.2440,-0.0158,0.0105,0.0270,2,0.2104,0.1450,0.6446,2,0,2,2,2
CTAS,2016-08-15,46.0800,104.8800,80.3965,0.1001,0.0220,0.0514,2,0.0513,0.4054,0.5433,2,2,0,2,0
CTL,2016-08-15,68.4400,26.8700,136.2750,-0.0289,0.0097,-0.0685,0,0.3320,0.1733,0.4947,2,0,2,0,0
CTSH,2016-08-15,328.5200,57.5100,226.7990,-0.0016,0.0109,-0.0499,0,0.1240,0.8249,0.0510,1,1,1,2,2
CTXS,2016-08-15,73.6100,69.9500,152.4175,0.0322,0.0151,-0.0467,1,0.1203,0.6838,0.1960,1,1,1,2,2
CVS,2016-08-15,233.9200,94.6600,437.7915,0.0118,0.0137,-0.0681,0,0.0531,0.6029,0.3440,1,1,1,2,0
CVX,2016-08-15,502.1600,97.7400,670.7490,-0.0313,0.0111,-0.0224,1,0.6659,0.0998,0.2342,0,0,2,1,0
D,2016-08-15,148.4000,71.5100,208.3030,-0.0363,0.0084,-0.0105,2,0.1194,0.1128,0.7678,2,0,2,1,2
DE,2016-08-15,208.8100,76.1100,252.0450,-0.0661,0.0111,0.0359,2,0.1143,0.1478,0.7379,2,0,2,1,0
DGX,2016-08-15,61.5300,83.7200,83.0185,0.0318,0.0070,-0.0393,1,0.0652,0.9073,0.0275,1,1,1,2,0
DHI,2016-08-15,84.4400,32.0500,127.3465,-0.0416,0.0095,-0.0749,0,0.0416,0.5156,0.4428,1,0,2,2,0
DHR,2016-08-15,237.7300,80.5700,208.5370,0.0036,0.0032,-0.0537,0,0.1718,0.3240,0.5043,2,1,1,0,0
DIS,2016-08-15,514.5900,95.6500,859.9835,-0.0305,0.0070,-0.0453,1,0.1700,0.0812,0.7488,2,0,2,2,2
DISH,2016-08-15,168.4500,52.2500,187.9455,-0.0013,0.0257,-0.0480,1,0.0286,0.3324,0.6389,2,1,1,0,0
DLTR,2016-08-15,216.1100,96.2600,139.6485,0.0055,0.0092,-0.1670,0,0.4569,0.3758,0.1674,0,1,1,0,0
DOV,2016-08-15,61.6300,72.3500,97.1235,0.0170,0.0117,-0.0760,0,0.0727,0.1232,0.8041,2,1,1,2,0
DRE,2016-08-15,44.6000,27.2400,64.1585,0.0381,0.0085,-0.0642,0,0.8964,0.0720,0.0316,0,2,0,2,0
DRI,2016-08-15,77.5000,60.0300,117.0885,0.0010,0.0152,0.0037,2,0.2651,0.6650,0.0699,1,1,1,2,2
DTE,2016-08-15,67.9100,91.0600,99.4900,-0.0329,0.0083,-0.0360,1,0.0768,0.5083,0.4149,1,0,2,1,2
DUK,2016-08-15,328.7300,78.2200,244.4110,-0.0323,0.0078,-0.0352,1,0.5227,0.0481,0.4291,0,0,2,0,2
DVA,2016-08-15,148.5900,68.3300,107.5615,-0.1184,0.0137,-0.0641,0,0.0673,0.7266,0.2061,1,0,2,1,0
DVN,2016-08-15,164.8500,41.6400,284.0805,0.1010,0.0309,-0.0183,1,0.9555,0.0308,0.0137,0,2,0,1,0
EA,2016-08-15,256.3700,79.4800,312.7780,0.0156,0.0126,0.0175,2,0.1165,0.8417,0.0418,1,1,1,0,2
EBAY,2016-08-15,218.5500,31.0500,401.4730,0.1721,0.0255,0.0277,2,0.2144,0.7483,0.0374,1,2,0,2,0
ECL,2016-08-15,88.4400,120.9000,104.5680,0.0194,0.0091,-0.0418,1,0.0795,0.2486,0.6719,2,1,1,0,0
ED,2016-08-15,241.5000,73.5600,130.2975,-0.0272,0.0096,-0.0394,1,0.0535,0.3022,0.6443,2,0,2,1,0
EFX,2016-08-15,45.5200,129.7600,87.2740,-0.0177,0.0072,0.0018,2,0.0161,0.3419,0.6419,2,0,2,2,0
EIX,2016-08-15,99.9400,72.0100,97.5245,-0.0345,0.0082,-0.0393,1,0.3898,0.0904,0.5199,2,0,2,1,0
EL,2016-08-15,131.0800,91.4900,113.3710,-0.0082,0.0045,-0.0544,0,0.3344,0.1544,0.5113,2,1,1,1,0
EMN,2016-08-15,83.1600,63.9100,91.1080,-0.0832,0.0193,-0.0200,1,0.3644,0.5317,0.1039,1,0,2,1,2
EMR,2016-08-15,161.1300,52.9400,191.2985,-0.0176,0.0135,-0.0640,0,0.2603,0.0742,0.6655,2,0,2,1,0
EOG,2016-08-15,253.0000,89.7700,278.7440,0.0876,0.0231,-0.0017,2,0.5482,0.0648,0.3870,0,2,0,1,0
EQIX,2016-08-15,122.2200,362.3600,186.1635,-0.0238,0.0106,-0.0342,1,0.0258,0.4028,0.5715,2,0,2,2,0
EQR,2016-08-15,85.7700,61.1800,186.0635,-0.0469,0.0169,-0.0574,0,0.3742,0.3470,0.2787,0,0,2,0,0
EQT,2016-08-15,107.8200,68.1000,107.3950,-0.0951,0.0097,0.0455,2,0.1314,0.2079,0.6607,2,0,2,2,2
ES,2016-08-15,66.3000,54.1600,71.9715,-0.0303,0.0086,-0.0489,0,0.0667,0.4649,0.4685,2,0,2,0,0
ESRX,2016-08-15,207.2900,77.1300,241.5120,-0.0320,0.0092,-0.0808,0,0.0204,0.2955,0.6841,2,0,2,2,0
ESS,2016-08-15,64.8100,223.6500,91.4785,0.0267,0.0163,-0.0546,0,0.0870,0.7933,0.1197,1,1,1,1,0
ETFC,2016-08-15,36.4500,25.4700,58.1525,0.0245,0.0153,0.0499,2,0.1188,0.5614,0.3197,1,1,1,0,2
ETN,2016-08-15,131.7900,64.9000,165.5130,0.0747,0.0076,-0.0653,0,0.0939,0.3482,0.5579,2,2,0,0,0
ETR,2016-08-15,56.3300,74.6200,79.7190,-0.0166,0.0076,-0.0169,1,0.4390,0.3140,0.2470,0,0,2,2,2
EW,2016-08-15,95.2900,114.1900,141.5160,0.0798,0.0142,0.0005,2,0.8282,0.1147,0.0572,0,2,0,1,0
EXC,2016-08-15,140.3700,33.3300,184.1385,-0.0472,0.0102,-0.0456,1,0.5401,0.2883,0.1717,0,0,2,2,2
EXPD,2016-08-15,26.3900,50.3600,60.7030,0.0213,0.0108,-0.0127,2,0.0809,0.1783,0.7408,2,1,1,0,2
F,2016-08-15,203.4900,11.6200,524.0985,-0.0800,0.0221,-0.0034,2,0.0653,0.4884,0.4464,1,0,2,1,2
FAST,2016-08-15,53.6700,42.2600,118.5795,0.0260,0.0104,-0.0764,0,0.0450,0.0708,0.8843,2,1,1,2,2
FCX,2016-08-15,250.7200,12.1700,376.2525,-0.0738,0.0235,-0.1660,0,0.2555,0.0467,0.6978,2,0,2,2,0
FDX,2016-08-15,186.1100,164.5300,153.1020,0.0351,0.0082,-0.0340,1,0.1827,0.0267,0.7906,2,2,0,2,0
FE,2016-08-15,112.0200,30.7200,137.0085,-0.0841,0.0117,-0.0055,2,0.5756,0.2792,0.1453,0,0,2,0,2
FFIV,2016-08-15,107.7400,124.7500,107.9645,0.0771,0.0109,-0.0634,0,0.0286,0.7585,0.2129,1,2,0,1,0
FIS,2016-08-15,91.7400,78.7500,135.3160,0.0418,0.0103,-0.0424,1,0.0369,0.7629,0.2003,1,2,0,2,0
FISV,2016-08-15,78.1200,102.9700,105.0520,-0.0661,0.0115,-0.0354,1,0.3522,0.0830,0.5648,2,0,2,0,0
FITB,2016-08-15,60.6100,18.9100,101.6020,0.0552,0.0129,0.0397,2,0.3133,0.5671,0.1196,1,2,0,1,2
FL,2016-08-15,107.6000,59.4700,106.6980,0.0402,0.0112,0.0578,2,0.4225,0.2018,0.3758,0,2,0,2,2
FLIR,2016-08-15,23.4100,30.3800,31.0260,-0.0488,0.0109,-0.0010,2,0.0599,0.7479,0.1922,1,0,2,2,2
FLR,2016-08-15,34.4800,50.9000,55.5810,-0.0183,0.0089,-0.0430,1,0.1327,0.1089,0.7584,2,0,2,1,0
FLS,2016-08-15,29.5300,47.0900,58.0065,-0.0008,0.0168,-0.0454,1,0.0394,0.1228,0.8378,2,1,1,0,0
FMC,2016-08-15,41.1200,47.6600,47.9885,-0.0141,0.0124,-0.0697,0,0.0467,0.5075,0.4458,1,0,2,2,2
FOX,2016-08-15,46.5700,25.7700,70.4000,-0.0800,0.0132,-0.0730,0,0.1812,0.3613,0.4575,2,0,2,2,0
FOXA,2016-08-15,170.8400,25.3300,326.4985,-0.0776,0.0152,-0.0758,0,0.2415,0.2649,0.4935,2,0,2,0,2
FRT,2016-08-15,36.1100,153.8100,57.3795,-0.0383,0.0079,-0.0324,1,0.3809,0.2479,0.3712,0,0,2,1,0
